LineId,Content,EventId,EventTemplate
195,Finished task 0.0 in stage 3.0 (TID 122). 2667 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
196,Got assigned task 171,16,Got assigned task <:NUM:>
197,Running task 0.0 in stage 4.0 (TID 171),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
198,Got assigned task 185,16,Got assigned task <:NUM:>
199,Running task 1.0 in stage 4.0 (TID 185),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
200,Started reading broadcast variable 13,18,Started reading broadcast variable <:NUM:>
201,Got assigned task 195,16,Got assigned task <:NUM:>
202,Running task 2.0 in stage 4.0 (TID 195),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
203,Got assigned task 198,16,Got assigned task <:NUM:>
204,Running task 3.0 in stage 4.0 (TID 198),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
205,Got assigned task 199,16,Got assigned task <:NUM:>
206,Running task 4.0 in stage 4.0 (TID 199),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
207,"Block broadcast_13_piece0 stored as bytes in memory (estimated size 5.7 KB, free 376.4 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
208,Reading broadcast variable 13 took 41 ms,20,Reading broadcast variable <:NUM:> took <:NUM:> ms
209,"Block broadcast_13 stored as values in memory (estimated size 10.1 KB, free 386.5 KB)",21,Block broadcast <:NUM:> stored as values in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
210,Found block rdd_6_0 locally,31,Found block rdd <:NUM:> <:NUM:> locally
211,Found block rdd_6_4 locally,31,Found block rdd <:NUM:> <:NUM:> locally
212,Found block rdd_6_3 locally,31,Found block rdd <:NUM:> <:NUM:> locally
213,Found block rdd_6_2 locally,31,Found block rdd <:NUM:> <:NUM:> locally
214,Found block rdd_6_1 locally,31,Found block rdd <:NUM:> <:NUM:> locally
215,"Times: total = 39, boot = -141, init = 180, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
216,"Times: total = 40, boot = -129, init = 169, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
217,"Times: total = 41, boot = -134, init = 175, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
218,"Times: total = 39, boot = -123, init = 162, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
219,"Times: total = 42, boot = -125, init = 166, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
220,Finished task 0.0 in stage 4.0 (TID 171). 2099 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
221,Finished task 1.0 in stage 4.0 (TID 185). 2099 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
222,Finished task 2.0 in stage 4.0 (TID 195). 2138 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
223,Finished task 3.0 in stage 4.0 (TID 198). 2099 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
224,Finished task 4.0 in stage 4.0 (TID 199). 2138 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
225,Got assigned task 206,16,Got assigned task <:NUM:>
226,Running task 0.0 in stage 5.0 (TID 206),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
227,Got assigned task 220,16,Got assigned task <:NUM:>
228,Running task 1.0 in stage 5.0 (TID 220),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
229,Got assigned task 231,16,Got assigned task <:NUM:>
230,Running task 2.0 in stage 5.0 (TID 231),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
231,Started reading broadcast variable 14,18,Started reading broadcast variable <:NUM:>
232,Got assigned task 238,16,Got assigned task <:NUM:>
233,Running task 3.0 in stage 5.0 (TID 238),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
234,Got assigned task 239,16,Got assigned task <:NUM:>
235,Running task 4.0 in stage 5.0 (TID 239),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
236,"Block broadcast_14_piece0 stored as bytes in memory (estimated size 5.8 KB, free 392.3 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
237,Reading broadcast variable 14 took 12 ms,20,Reading broadcast variable <:NUM:> took <:NUM:> ms
238,"Block broadcast_14 stored as values in memory (estimated size 9.6 KB, free 401.9 KB)",21,Block broadcast <:NUM:> stored as values in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
239,Found block rdd_2_0 locally,31,Found block rdd <:NUM:> <:NUM:> locally
240,Found block rdd_2_4 locally,31,Found block rdd <:NUM:> <:NUM:> locally
241,Found block rdd_2_3 locally,31,Found block rdd <:NUM:> <:NUM:> locally
242,Found block rdd_2_2 locally,31,Found block rdd <:NUM:> <:NUM:> locally
243,Found block rdd_2_1 locally,31,Found block rdd <:NUM:> <:NUM:> locally
244,"Times: total = 39, boot = -85, init = 123, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
245,"Times: total = 40, boot = -77, init = 117, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
246,"Times: total = 39, boot = -81, init = 119, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
247,"Times: total = 40, boot = -78, init = 117, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
248,"Times: total = 42, boot = -79, init = 120, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
249,Finished task 0.0 in stage 5.0 (TID 206). 2198 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
250,Finished task 3.0 in stage 5.0 (TID 238). 2198 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
251,Finished task 2.0 in stage 5.0 (TID 231). 2198 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
252,Finished task 4.0 in stage 5.0 (TID 239). 2198 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
253,Finished task 1.0 in stage 5.0 (TID 220). 2272 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
254,Got assigned task 247,16,Got assigned task <:NUM:>
255,Running task 0.0 in stage 6.0 (TID 247),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
256,Got assigned task 261,16,Got assigned task <:NUM:>
257,Running task 1.0 in stage 6.0 (TID 261),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
258,Got assigned task 273,16,Got assigned task <:NUM:>
259,Running task 2.0 in stage 6.0 (TID 273),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
260,Started reading broadcast variable 15,18,Started reading broadcast variable <:NUM:>
261,Got assigned task 278,16,Got assigned task <:NUM:>
262,Running task 3.0 in stage 6.0 (TID 278),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
263,Got assigned task 279,16,Got assigned task <:NUM:>
264,Running task 4.0 in stage 6.0 (TID 279),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
265,"Block broadcast_15_piece0 stored as bytes in memory (estimated size 5.4 KB, free 407.4 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
266,Reading broadcast variable 15 took 15 ms,20,Reading broadcast variable <:NUM:> took <:NUM:> ms
267,"Block broadcast_15 stored as values in memory (estimated size 9.2 KB, free 416.6 KB)",21,Block broadcast <:NUM:> stored as values in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
268,Found block rdd_2_0 locally,31,Found block rdd <:NUM:> <:NUM:> locally
269,Found block rdd_2_4 locally,31,Found block rdd <:NUM:> <:NUM:> locally
270,Found block rdd_2_3 locally,31,Found block rdd <:NUM:> <:NUM:> locally
271,Found block rdd_2_2 locally,31,Found block rdd <:NUM:> <:NUM:> locally
272,Found block rdd_2_1 locally,31,Found block rdd <:NUM:> <:NUM:> locally
273,"Times: total = 39, boot = -107, init = 146, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
274,"Times: total = 41, boot = -100, init = 141, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
275,"Times: total = 42, boot = -99, init = 141, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
276,"Times: total = 39, boot = -103, init = 142, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
277,"Times: total = 42, boot = -101, init = 143, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
278,Finished task 0.0 in stage 6.0 (TID 247). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
279,Finished task 3.0 in stage 6.0 (TID 278). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
280,Finished task 2.0 in stage 6.0 (TID 273). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
281,Finished task 4.0 in stage 6.0 (TID 279). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
282,Finished task 1.0 in stage 6.0 (TID 261). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
283,Got assigned task 285,16,Got assigned task <:NUM:>
284,Running task 0.0 in stage 7.0 (TID 285),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
285,Got assigned task 299,16,Got assigned task <:NUM:>
286,Running task 1.0 in stage 7.0 (TID 299),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
287,Got assigned task 312,16,Got assigned task <:NUM:>
288,Running task 2.0 in stage 7.0 (TID 312),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
289,Got assigned task 318,16,Got assigned task <:NUM:>
290,Running task 3.0 in stage 7.0 (TID 318),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
291,Started reading broadcast variable 16,18,Started reading broadcast variable <:NUM:>
292,Got assigned task 319,16,Got assigned task <:NUM:>
293,Running task 4.0 in stage 7.0 (TID 319),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
294,"Block broadcast_16_piece0 stored as bytes in memory (estimated size 5.6 KB, free 422.1 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
295,Reading broadcast variable 16 took 13 ms,20,Reading broadcast variable <:NUM:> took <:NUM:> ms
296,"Block broadcast_16 stored as values in memory (estimated size 9.8 KB, free 432.0 KB)",21,Block broadcast <:NUM:> stored as values in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
297,"Partition rdd_11_0 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
298,"Partition rdd_11_4 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
299,"Partition rdd_11_3 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
300,"Partition rdd_11_2 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
301,"Partition rdd_11_1 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
302,Found block rdd_2_0 locally,31,Found block rdd <:NUM:> <:NUM:> locally
303,Found block rdd_2_4 locally,31,Found block rdd <:NUM:> <:NUM:> locally
304,Found block rdd_2_3 locally,31,Found block rdd <:NUM:> <:NUM:> locally
305,Found block rdd_2_2 locally,31,Found block rdd <:NUM:> <:NUM:> locally
306,Found block rdd_2_1 locally,31,Found block rdd <:NUM:> <:NUM:> locally
307,"Times: total = 39, boot = -110, init = 149, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
308,"Times: total = 39, boot = -105, init = 144, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
309,"Times: total = 42, boot = -103, init = 144, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
310,"Times: total = 41, boot = -107, init = 148, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
311,"Times: total = 42, boot = -107, init = 148, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
312,"Block rdd_11_0 stored as bytes in memory (estimated size 152.0 B, free 432.1 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
313,"Block rdd_11_3 stored as bytes in memory (estimated size 157.0 B, free 432.3 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
314,"Block rdd_11_4 stored as bytes in memory (estimated size 145.0 B, free 432.4 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
315,"Block rdd_11_2 stored as bytes in memory (estimated size 199.0 B, free 432.6 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
316,"Block rdd_11_1 stored as bytes in memory (estimated size 160.0 B, free 432.7 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
317,"Times: total = 38, boot = 17, init = 21, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
318,"Times: total = 41, boot = 28, init = 13, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
319,"Times: total = 38, boot = 18, init = 20, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
320,"Times: total = 40, boot = 19, init = 21, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
321,"Times: total = 41, boot = 17, init = 24, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
322,Finished task 0.0 in stage 7.0 (TID 285). 2667 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
323,Finished task 3.0 in stage 7.0 (TID 318). 2667 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
324,Finished task 4.0 in stage 7.0 (TID 319). 2667 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
325,Finished task 1.0 in stage 7.0 (TID 299). 2667 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
326,Finished task 2.0 in stage 7.0 (TID 312). 2667 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
327,Got assigned task 321,16,Got assigned task <:NUM:>
328,Running task 0.0 in stage 8.0 (TID 321),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
329,Got assigned task 335,16,Got assigned task <:NUM:>
330,Running task 1.0 in stage 8.0 (TID 335),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
331,Got assigned task 349,16,Got assigned task <:NUM:>
332,Running task 2.0 in stage 8.0 (TID 349),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
333,Started reading broadcast variable 17,18,Started reading broadcast variable <:NUM:>
334,Got assigned task 358,16,Got assigned task <:NUM:>
335,Running task 3.0 in stage 8.0 (TID 358),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
336,Got assigned task 359,16,Got assigned task <:NUM:>
337,Running task 4.0 in stage 8.0 (TID 359),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
338,"Block broadcast_17_piece0 stored as bytes in memory (estimated size 5.7 KB, free 438.5 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
339,Reading broadcast variable 17 took 12 ms,20,Reading broadcast variable <:NUM:> took <:NUM:> ms
340,"Block broadcast_17 stored as values in memory (estimated size 10.1 KB, free 448.6 KB)",21,Block broadcast <:NUM:> stored as values in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
341,Found block rdd_11_0 locally,31,Found block rdd <:NUM:> <:NUM:> locally
342,Found block rdd_11_4 locally,31,Found block rdd <:NUM:> <:NUM:> locally
343,Found block rdd_11_3 locally,31,Found block rdd <:NUM:> <:NUM:> locally
344,Found block rdd_11_2 locally,31,Found block rdd <:NUM:> <:NUM:> locally
345,Found block rdd_11_1 locally,31,Found block rdd <:NUM:> <:NUM:> locally
346,"Times: total = 39, boot = -109, init = 148, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
347,"Times: total = 41, boot = -107, init = 148, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
348,"Times: total = 39, boot = -103, init = 142, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
349,"Times: total = 41, boot = -104, init = 144, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
350,"Times: total = 42, boot = -107, init = 149, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
351,Finished task 0.0 in stage 8.0 (TID 321). 2141 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
352,Finished task 2.0 in stage 8.0 (TID 349). 2141 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
353,Finished task 4.0 in stage 8.0 (TID 359). 2141 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
